AIMSflightid;AIMSaircraftregistration;AIMSflighthours;AIMSflightcycles;AIMSdelays;AIMSdelayedminutes;AIMScancellations;AIMSdate;AMOSscheduledoutofservice;AMOSunscheduledoutofservice
050414-HEL-FAE-8113-XY-OHF;XY-OHF;0;0;0;0;1;05-04-2014;685.63;0.0
050414-JTR-TRD-7543-XY-PZC;XY-PZC;0;0;0;0;1;05-04-2014;0.0;989.33
050414-KEF-BRS-9294-XY-IWX;XY-IWX;0;1;0;0;0;05-04-2014;24.0;0.0
050414-KRS-TFS-8283-XY-OFW;XY-OFW;0;1;1;8;0;05-04-2014;0.0;10.81
050414-LUX-MRS-6535-XY-MBJ;XY-MBJ;2;1;1;29;0;05-04-2014;0.0;10.81
050414-MSQ-STN-6296-XY-OHF;XY-OHF;0;0;0;0;1;06-04-2014;0.0;10.81
050414-NRN-BRQ-6755-XY-OZH;XY-OZH;0;0;0;0;1;06-04-2014;0.0;0.47
050414-ORY-DTM-1438-XY-FBA;XY-FBA;3;1;1;30;0;05-04-2014;0.0;10.81
050414-OST-TLN-9294-XY-IWX;XY-IWX;4;1;1;44;0;05-04-2014;24.0;0.0
050414-PAD-MPL-2569-XY-JXR;XY-JXR;0;0;0;0;1;05-04-2014;0.0;10.81
050414-PFO-BVA-2741-XY-NMY;XY-NMY;0;0;0;0;1;05-04-2014;0.0;0.47
050414-SVQ-JTR-3367-XY-PZC;XY-PZC;0;0;0;0;1;05-04-2014;0.0;989.33
050414-TFN-BOJ-9644-XY-YTM;XY-YTM;0;0;0;0;1;05-04-2014;0.0;10.81
050415-ADB-BFS-6876-XY-FBA;XY-FBA;0;0;0;0;1;05-04-2015;0.0;10.81
050415-AGP-OUL-4189-XY-FBA;XY-FBA;2;1;1;16;0;05-04-2015;0.0;10.81
050415-BLQ-RTM-8915-XY-NMY;XY-NMY;2;1;1;34;0;05-04-2015;0.0;1024.93
050415-BRE-CAG-1239-XY-ALV;XY-ALV;0;0;0;0;1;05-04-2015;24.0;0.0
050415-CFU-FUE-4913-XY-ZDY;XY-ZDY;0;0;0;0;1;05-04-2015;0.0;10.81
050415-DLM-BFS-1461-XY-YAZ;XY-YAZ;0;0;0;0;1;05-04-2015;0.0;1540.72
050415-FMO-SVQ-7394-XY-CMJ;XY-CMJ;0;0;0;0;1;05-04-2015;0.0;10.81
050415-GVA-OUL-7232-XY-JXR;XY-JXR;2;1;1;17;0;05-04-2015;0.0;1845.77
050415-KGS-MAN-4929-XY-CMJ;XY-CMJ;0;0;0;0;1;05-04-2015;0.0;10.81
050415-LIL-LPA-6337-XY-YAZ;XY-YAZ;3;1;1;45;0;05-04-2015;0.0;1540.72
050415-NCL-CTA-7421-XY-FBA;XY-FBA;0;0;0;0;1;05-04-2015;0.0;10.81
050415-NCL-KRK-7481-XY-LYP;XY-LYP;4;1;1;45;0;05-04-2015;0.0;10.81
050415-PSR-FMO-5367-XY-LQZ;XY-LQZ;2;1;1;48;0;05-04-2015;0.0;0.47
050415-RHO-MAH-5465-XY-IOO;XY-IOO;1;1;1;38;0;05-04-2015;22.7;0.0
050415-SEN-WMI-5514-XY-IWX;XY-IWX;0;1;1;31;0;05-04-2015;24.0;0.0
050415-VKO-TSR-1782-XY-CMJ;XY-CMJ;0;0;0;0;1;05-04-2015;0.0;10.81
050416-ALA-SOF-2313-XY-IOO;XY-IOO;0;0;0;0;1;05-04-2016;0.0;0.47
050416-BIA-BTS-8587-XY-OHF;XY-OHF;0;0;0;0;1;05-04-2016;0.0;0.47
050416-BRU-MMX-2663-XY-PZC;XY-PZC;0;0;0;0;1;05-04-2016;593.65;0.0
050416-CIY-ANR-8262-XY-ZMF;XY-ZMF;0;1;1;35;0;05-04-2016;256.6;0.0
050416-EIN-CRL-8646-XY-FBA;XY-FBA;1;1;0;0;0;05-04-2016;0.0;1923.48
050416-KEF-ODS-9475-XY-IWX;XY-IWX;0;0;0;0;1;05-04-2016;24.0;0.0
050416-KGS-JTR-6456-XY-CMJ;XY-CMJ;0;0;0;0;1;05-04-2016;0.0;0.47
050416-LIS-TSR-7882-XY-OZH;XY-OZH;0;1;1;13;0;05-04-2016;0.0;1400.67
050416-LTN-MLA-1774-XY-IOO;XY-IOO;0;0;0;0;1;05-04-2016;0.0;0.47
050416-NYO-PFO-8125-XY-LYP;XY-LYP;2;1;1;19;0;05-04-2016;0.0;10.81
050416-ORY-IST-9135-XY-JXR;XY-JXR;1;1;1;28;0;05-04-2016;473.5;0.0
050416-PIK-KUN-5899-XY-OHF;XY-OHF;0;0;0;0;1;05-04-2016;0.0;0.47
050416-SOF-JTR-5597-XY-ZWJ;XY-ZWJ;0;0;0;0;1;06-04-2016;0.0;0.47
050416-SVX-PUY-9317-XY-ALV;XY-ALV;1;1;1;31;0;05-04-2016;0.0;2016.72
050416-VAR-AGP-8157-XY-ZWJ;XY-ZWJ;0;0;0;0;1;05-04-2016;0.0;2031.88
050510-AAL-BRE-8337-XY-YTM;XY-YTM;2;1;1;17;0;05-05-2010;0.0;10.81
050510-ANR-BSL-7122-XY-JXR;XY-JXR;0;0;0;0;1;05-05-2010;9.47;0.0
050510-BER-NYO-5167-XY-YAZ;XY-YAZ;0;1;1;49;0;05-05-2010;0.0;10.81
050510-FAE-SKP-9417-XY-OHF;XY-OHF;0;0;0;0;1;05-05-2010;1.7;0.0
050510-FDH-BUD-1821-XY-JXR;XY-JXR;2;1;1;42;0;05-05-2010;9.47;0.0
050510-FLR-JER-5674-XY-LYP;XY-LYP;0;0;0;0;1;06-05-2010;18.83;0.0
050510-IBZ-CTA-6827-XY-ZDY;XY-ZDY;2;1;1;18;0;05-05-2010;0.0;0.47
050510-INN-FAO-1873-XY-LQZ;XY-LQZ;3;1;1;21;0;05-05-2010;24.0;0.0
050510-KBP-STR-5325-XY-FBA;XY-FBA;1;1;1;33;0;05-05-2010;0.0;761.42
050510-NAP-LIL-6137-XY-IWX;XY-IWX;0;0;0;0;1;05-05-2010;0.0;0.47
050510-NRN-DTM-6123-XY-PZC;XY-PZC;2;1;1;28;0;05-05-2010;0.0;1053.23
050510-ORK-AER-5566-XY-IWX;XY-IWX;0;0;0;0;1;05-05-2010;0.0;0.47
050510-PRG-DEB-2256-XY-CMJ;XY-CMJ;3;1;1;35;0;05-05-2010;359.6;0.0
050510-PRN-TBS-9793-XY-ALV;XY-ALV;0;0;0;0;1;05-05-2010;0.0;1832.57
050510-VIE-CDG-7174-XY-LYP;XY-LYP;0;0;0;0;1;05-05-2010;0.0;10.81
050510-ZAD-PRG-8897-XY-ZMF;XY-ZMF;1;1;1;47;0;06-05-2010;24.0;0.0
050511-ALA-CHQ-7899-XY-ZDY;XY-ZDY;0;0;0;0;1;06-05-2011;0.0;10.81
050511-ALC-ANR-6443-XY-NMY;XY-NMY;0;1;0;0;0;05-05-2011;0.0;562.65
050511-ATH-DUS-5973-XY-OZH;XY-OZH;0;0;0;0;1;05-05-2011;0.0;10.81
050511-BMA-CWL-8665-XY-JXR;XY-JXR;0;0;0;0;1;05-05-2011;0.0;10.81
050511-BSL-AES-4613-XY-ZMF;XY-ZMF;2;1;1;23;0;05-05-2011;38.43;0.0
050511-DUB-BOO-1921-XY-NMY;XY-NMY;0;0;0;0;1;05-05-2011;0.0;562.65
050511-DUS-VLC-1567-XY-MBJ;XY-MBJ;3;1;1;8;0;05-05-2011;19.85;0.0
050511-GLA-TGD-7743-XY-NMY;XY-NMY;0;1;1;16;0;05-05-2011;0.0;562.65
050511-LHR-EIN-2291-XY-ZDY;XY-ZDY;0;0;0;0;1;06-05-2011;0.0;10.81
050511-LHR-ESB-3963-XY-OFW;XY-OFW;0;1;1;28;0;06-05-2011;91.67;0.0
050511-LTN-RIX-8266-XY-YAZ;XY-YAZ;0;1;1;15;0;06-05-2011;0.0;807.37
050511-MAH-KBP-3471-XY-IOO;XY-IOO;0;1;1;10;0;05-05-2011;691.78;0.0
050511-RIX-OVD-4339-XY-OZH;XY-OZH;0;0;0;0;1;05-05-2011;0.0;10.81
050511-RNS-HAM-7263-XY-LYP;XY-LYP;1;1;0;0;0;05-05-2011;0.0;1020.1
050511-TFN-ZAD-8497-XY-ZDY;XY-ZDY;0;1;1;18;0;05-05-2011;0.0;519.55
050511-TKU-VNO-9454-XY-PZC;XY-PZC;2;1;0;0;0;05-05-2011;211.62;0.0
050511-TRF-NRN-8542-XY-NMY;XY-NMY;0;0;0;0;1;05-05-2011;0.0;562.65
050511-TSE-GLA-9917-XY-ZDY;XY-ZDY;2;1;1;40;0;05-05-2011;0.0;519.55
050511-VIE-FMO-4525-XY-ALV;XY-ALV;0;0;0;0;1;05-05-2011;0.0;99.63
050512-BGY-BRE-5817-XY-NMY;XY-NMY;0;0;0;0;1;05-05-2012;0.0;0.47
050512-EGC-AJA-7297-XY-JXR;XY-JXR;0;0;0;0;1;05-05-2012;0.0;662.03
050512-FCO-INI-8751-XY-ZMF;XY-ZMF;0;1;1;11;0;05-05-2012;0.0;0.47
050512-GRQ-BGO-7613-XY-NMY;XY-NMY;0;0;0;0;1;05-05-2012;0.0;0.47
050512-IAS-LPL-6422-XY-JXR;XY-JXR;2;1;1;44;0;05-05-2012;0.0;662.03
050512-MLA-FMO-6582-XY-YAZ;XY-YAZ;0;0;0;0;1;05-05-2012;24.0;0.0
050512-MST-FKB-6818-XY-NMY;XY-NMY;2;1;1;40;0;05-05-2012;0.0;0.47
050512-MXP-TFS-5464-XY-ZDY;XY-ZDY;0;1;1;29;0;05-05-2012;0.0;0.47
050512-OLB-GRZ-2432-XY-IOO;XY-IOO;0;0;0;0;1;05-05-2012;24.0;0.0
050512-OTP-DEB-7239-XY-PZC;XY-PZC;0;0;0;0;1;05-05-2012;0.0;10.81
050512-OUL-BVA-3352-XY-JXR;XY-JXR;0;0;0;0;1;05-05-2012;0.0;662.03
050512-OVD-ZRH-4545-XY-OFW;XY-OFW;0;0;0;0;1;05-05-2012;0.0;0.47
050512-SDR-BES-4695-XY-MBJ;XY-MBJ;0;0;0;0;1;05-05-2012;9.63;0.0
050512-SNN-BHX-2554-XY-OFW;XY-OFW;3;1;1;47;0;05-05-2012;0.0;0.47
050512-TPS-LTN-7421-XY-NHZ;XY-NHZ;2;1;1;14;0;05-05-2012;0.0;10.81
050512-TZL-GYD-8453-XY-ZMF;XY-ZMF;4;1;1;12;0;05-05-2012;0.0;0.47
050512-VKO-EIN-6733-XY-ZWJ;XY-ZWJ;0;1;1;46;0;05-05-2012;297.42;0.0
050513-AGP-REU-4591-XY-FBA;XY-FBA;0;0;0;0;1;05-05-2013;22.72;0.0
050513-ALA-BMA-9891-XY-OHF;XY-OHF;2;1;1;21;0;05-05-2013;0.0;1071.55
050513-BEG-SXF-5847-XY-YAZ;XY-YAZ;0;0;0;0;1;05-05-2013;0.0;0.47
050513-BRS-IEV-3156-XY-LYP;XY-LYP;1;1;1;7;0;05-05-2013;0.0;0.47
050513-BRU-WAW-1276-XY-FBA;XY-FBA;4;1;1;47;0;05-05-2013;22.72;0.0
050513-BSL-GRZ-5539-XY-YAZ;XY-YAZ;0;0;0;0;1;05-05-2013;0.0;0.47
050513-CPH-BLQ-8476-XY-JXR;XY-JXR;0;0;0;0;1;05-05-2013;0.0;271.8
050513-ESB-WAW-1876-XY-OZH;XY-OZH;0;0;0;0;1;05-05-2013;0.0;10.81
050513-FUE-TLS-8384-XY-OZH;XY-OZH;0;0;0;0;1;05-05-2013;0.0;10.81
050513-GOT-AOI-9711-XY-MBJ;XY-MBJ;0;1;1;28;0;05-05-2013;0.0;260.97
050513-JTR-EXT-4951-XY-YTM;XY-YTM;0;0;0;0;1;05-05-2013;0.0;0.47
050513-LPL-IBZ-2875-XY-PZC;XY-PZC;3;1;1;24;0;05-05-2013;0.0;0.47
050513-MMX-ZAZ-9269-XY-IWX;XY-IWX;2;1;1;29;0;05-05-2013;0.0;0.47
050513-OST-WAW-2897-XY-JXR;XY-JXR;0;1;1;44;0;05-05-2013;0.0;271.8
050513-TFN-SVQ-2936-XY-ALV;XY-ALV;0;0;0;0;1;06-05-2013;24.0;0.0
050513-TSF-MAH-6594-XY-ZWJ;XY-ZWJ;2;1;1;21;0;05-05-2013;0.0;0.47
050513-VST-CTA-1214-XY-YTM;XY-YTM;0;0;0;0;1;05-05-2013;0.0;0.47
050513-WMI-MAN-2717-XY-PZC;XY-PZC;0;1;1;34;0;05-05-2013;0.0;0.47
050513-ZAD-HER-5874-XY-CMJ;XY-CMJ;0;0;0;0;1;06-05-2013;0.0;1603.82
050514-ABZ-ALA-2696-XY-ZDY;XY-ZDY;0;0;0;0;1;05-05-2014;0.0;0.47
050514-BIA-RTM-9552-XY-YTM;XY-YTM;0;0;0;0;1;05-05-2014;661.12;0.0
050514-BLQ-AOI-2294-XY-OHF;XY-OHF;0;1;1;13;0;05-05-2014;14.8;0.0
050514-DLM-MXP-3785-XY-NMY;XY-NMY;2;1;1;37;0;05-05-2014;0.0;0.47
050514-FRA-MLA-1756-XY-LQZ;XY-LQZ;0;0;0;0;1;05-05-2014;0.0;0.47
050514-GVA-PUY-7112-XY-YAZ;XY-YAZ;0;0;0;0;1;06-05-2014;0.0;778.13
050514-IEV-NYO-4327-XY-OZH;XY-OZH;0;0;0;0;1;05-05-2014;412.27;0.0
050514-KGS-RTM-6496-XY-FBA;XY-FBA;0;0;0;0;1;06-05-2014;0.0;1124.6
050514-KSC-BRI-4741-XY-IWX;XY-IWX;0;0;0;0;1;05-05-2014;446.45;0.0
050514-LGG-DRS-1144-XY-ZDY;XY-ZDY;0;0;0;0;1;05-05-2014;0.0;0.47
050514-LIN-BES-3414-XY-NMY;XY-NMY;0;0;0;0;1;05-05-2014;0.0;0.47
050514-LNZ-SNN-7982-XY-MBJ;XY-MBJ;0;0;0;0;1;05-05-2014;0.0;2036.23
050514-LNZ-TSR-4164-XY-NHZ;XY-NHZ;0;0;0;0;1;05-05-2014;0.0;10.81
050514-LTN-BRI-6328-XY-FBA;XY-FBA;0;0;0;0;1;06-05-2014;0.0;1124.6
050514-LWO-EXT-2447-XY-YAZ;XY-YAZ;0;0;0;0;1;05-05-2014;348.72;0.0
050514-OUL-WAW-2539-XY-FBA;XY-FBA;0;0;0;0;1;05-05-2014;519.7;0.0
050514-PMI-BMA-9683-XY-ZMF;XY-ZMF;0;0;0;0;1;05-05-2014;0.0;544.07
050514-PSA-FMO-8284-XY-YTM;XY-YTM;0;0;0;0;1;05-05-2014;661.12;0.0
050514-RNS-KRS-9166-XY-OFW;XY-OFW;0;0;0;0;1;05-05-2014;24.0;0.0
050514-SKG-PMO-6387-XY-MBJ;XY-MBJ;1;1;0;0;0;05-05-2014;0.0;2036.23
050514-TZL-AHO-7111-XY-OHF;XY-OHF;0;0;0;0;1;05-05-2014;14.8;0.0
050514-VNO-BDS-1318-XY-ZMF;XY-ZMF;2;1;1;38;0;05-05-2014;0.0;544.07
050514-XRY-BSL-4318-XY-FBA;XY-FBA;0;1;0;0;0;05-05-2014;519.7;0.0
050514-ZRH-BOD-8793-XY-LQZ;XY-LQZ;2;1;1;19;0;05-05-2014;0.0;0.47
050515-AYT-HEL-5563-XY-ZDY;XY-ZDY;0;0;0;0;1;05-05-2015;0.0;108.62
050515-BIA-AJA-7352-XY-LQZ;XY-LQZ;1;1;1;19;0;05-05-2015;0.0;0.47
050515-BRI-OSL-3292-XY-LQZ;XY-LQZ;0;0;0;0;1;05-05-2015;0.0;0.47
050515-CHQ-BCN-4234-XY-FBA;XY-FBA;0;0;0;0;1;06-05-2015;0.0;0.47
050515-KEF-MMX-6553-XY-MBJ;XY-MBJ;0;0;0;0;1;05-05-2015;0.0;0.47
050515-LBA-ZAG-9893-XY-CMJ;XY-CMJ;2;1;0;0;0;05-05-2015;0.0;10.81
050515-MAD-PDL-6299-XY-ALV;XY-ALV;1;1;1;22;0;05-05-2015;0.0;0.47
050515-MRS-GLA-4581-XY-PZC;XY-PZC;0;0;0;0;1;05-05-2015;0.0;0.47
050515-MUC-ADB-7446-XY-YAZ;XY-YAZ;0;0;0;0;1;05-05-2015;0.0;2106.12
050515-NUE-SCQ-4594-XY-CMJ;XY-CMJ;2;1;1;18;0;05-05-2015;0.0;10.81
050515-PRG-ZAG-6851-XY-LYP;XY-LYP;2;1;1;21;0;05-05-2015;0.0;1499.33
050515-REU-BGO-7552-XY-OHF;XY-OHF;0;0;0;0;1;05-05-2015;0.0;10.81
050515-RTM-FCO-6557-XY-IOO;XY-IOO;1;1;0;0;0;05-05-2015;0.0;10.81
050515-SPC-TSF-6646-XY-LYP;XY-LYP;0;0;0;0;1;05-05-2015;0.0;1499.33
050516-AES-FNC-8719-XY-ALV;XY-ALV;1;1;1;12;0;05-05-2016;88.27;0.0
050516-BIA-GRQ-6939-XY-ZMF;XY-ZMF;3;1;1;30;0;05-05-2016;0.0;10.81
050516-BRE-TFN-2463-XY-MBJ;XY-MBJ;0;0;0;0;1;05-05-2016;2.8;0.0
050516-HHN-ZAG-1631-XY-ZWJ;XY-ZWJ;1;1;1;38;0;06-05-2016;273.15;0.0
050516-IAS-SZG-4363-XY-YAZ;XY-YAZ;1;1;1;28;0;05-05-2016;0.0;0.47
050516-MXP-FUE-9156-XY-NHZ;XY-NHZ;1;1;1;21;0;05-05-2016;644.2;0.0
050516-NAP-SEN-9527-XY-ZWJ;XY-ZWJ;0;0;0;0;1;05-05-2016;24.0;0.0
050516-PSA-EGC-4333-XY-PZC;XY-PZC;2;1;1;29;0;05-05-2016;0.0;10.81
050516-SUF-ZTH-3979-XY-PZC;XY-PZC;0;0;0;0;1;05-05-2016;0.0;10.81
050516-TZX-BGO-2577-XY-LYP;XY-LYP;0;0;0;0;1;05-05-2016;436.42;0.0
050610-ALA-KTW-4537-XY-NHZ;XY-NHZ;0;0;0;0;1;05-06-2010;0.0;10.81
050610-ANR-ALA-8587-XY-IWX;XY-IWX;0;0;0;0;1;05-06-2010;113.62;0.0
050610-BES-DME-9373-XY-JXR;XY-JXR;0;0;0;0;1;05-06-2010;0.0;1644.6
050610-BMA-BOO-3414-XY-OHF;XY-OHF;1;1;1;41;0;05-06-2010;0.0;0.47
050610-BRQ-BTS-1167-XY-IWX;XY-IWX;0;1;1;19;0;05-06-2010;113.62;0.0
050610-CIY-LGW-5833-XY-YTM;XY-YTM;0;1;1;8;0;05-06-2010;0.0;10.81
050610-CLJ-KGS-1622-XY-ZMF;XY-ZMF;0;0;0;0;1;05-06-2010;273.15;0.0
050610-GDN-MRS-7758-XY-ZDY;XY-ZDY;1;1;1;36;0;05-06-2010;16.12;0.0
050610-IAS-SJJ-9849-XY-LQZ;XY-LQZ;0;1;1;36;0;05-06-2010;23.83;0.0
050610-IBZ-TRN-1955-XY-IOO;XY-IOO;0;0;0;0;1;05-06-2010;65.72;0.0
050610-INI-RMU-4778-XY-YAZ;XY-YAZ;0;0;0;0;1;06-06-2010;0.0;0.47
050610-JTR-EGC-4944-XY-NHZ;XY-NHZ;3;1;1;11;0;05-06-2010;0.0;10.81
050610-KRK-TZL-7469-XY-NMY;XY-NMY;1;1;0;0;0;05-06-2010;24.0;0.0
050610-LED-PSR-9581-XY-CMJ;XY-CMJ;0;0;0;0;1;05-06-2010;0.0;752.2
050610-LIL-BLL-8858-XY-IWX;XY-IWX;0;0;0;0;1;05-06-2010;113.62;0.0
050610-LUG-BVA-1444-XY-IOO;XY-IOO;2;1;1;48;0;05-06-2010;65.72;0.0
050610-PFO-BOO-9241-XY-ZMF;XY-ZMF;1;1;1;8;0;05-06-2010;273.15;0.0
050610-SXF-ZAG-3833-XY-NMY;XY-NMY;0;1;1;8;0;05-06-2010;24.0;0.0
050610-SZG-BER-4477-XY-ZDY;XY-ZDY;1;1;1;47;0;05-06-2010;16.12;0.0
050610-TFN-TPS-1614-XY-IOO;XY-IOO;0;0;0;0;1;05-06-2010;65.72;0.0
050610-TKU-LWO-6726-XY-OZH;XY-OZH;0;1;0;0;0;05-06-2010;0.0;10.81
050610-VKO-TRF-9176-XY-ZMF;XY-ZMF;2;1;1;15;0;05-06-2010;273.15;0.0
050611-BUD-ACE-1566-XY-OFW;XY-OFW;0;0;0;0;1;05-06-2011;385.23;0.0
050611-BVA-FUE-7965-XY-ZDY;XY-ZDY;0;0;0;0;1;05-06-2011;0.0;10.81
050611-DLM-IEV-8715-XY-NHZ;XY-NHZ;0;0;0;0;1;05-06-2011;24.0;0.0
050611-HUY-LJU-5183-XY-MBJ;XY-MBJ;0;0;0;0;1;05-06-2011;0.0;1657.22
050611-IAS-STR-1918-XY-OHF;XY-OHF;0;0;0;0;1;05-06-2011;0.0;314.7
050611-KRS-FNC-1713-XY-IWX;XY-IWX;0;0;0;0;1;05-06-2011;0.0;0.47
050611-MMX-VNO-1783-XY-IOO;XY-IOO;0;0;0;0;1;06-06-2011;0.0;0.47
050611-MRS-BIO-4625-XY-PZC;XY-PZC;0;0;0;0;1;05-06-2011;0.0;0.47
050611-NTE-EIN-7825-XY-LYP;XY-LYP;0;0;0;0;1;05-06-2011;0.0;2155.48
050611-ORY-MUC-7219-XY-LQZ;XY-LQZ;0;0;0;0;1;05-06-2011;19.3;0.0
050611-OVD-PEG-4836-XY-CMJ;XY-CMJ;0;0;0;0;1;05-06-2011;0.0;10.81
050611-PDL-NOC-1294-XY-JXR;XY-JXR;0;0;0;0;1;05-06-2011;13.22;0.0
050611-PRG-PIK-7574-XY-ALV;XY-ALV;0;0;0;0;1;05-06-2011;9.87;0.0
050611-SDR-LJU-8874-XY-OHF;XY-OHF;2;1;1;42;0;05-06-2011;0.0;314.7
050611-TSR-AAR-6522-XY-CMJ;XY-CMJ;0;0;0;0;1;05-06-2011;0.0;10.81
050611-ZRH-TKU-3659-XY-IWX;XY-IWX;0;0;0;0;1;05-06-2011;0.0;0.47
050612-DEB-BGY-2229-XY-PZC;XY-PZC;0;0;0;0;1;05-06-2012;0.0;10.81
050612-EIN-TKU-2629-XY-NHZ;XY-NHZ;2;1;1;36;0;05-06-2012;0.0;10.81
050612-ESB-DEB-2419-XY-ALV;XY-ALV;0;0;0;0;1;05-06-2012;394.25;0.0
050612-GRQ-BIA-8352-XY-CMJ;XY-CMJ;0;0;0;0;1;05-06-2012;0.0;10.81
050612-KGS-BTS-3867-XY-ZDY;XY-ZDY;3;1;1;24;0;05-06-2012;0.0;1928.0
050612-KSC-TRN-2758-XY-MBJ;XY-MBJ;0;0;0;0;1;05-06-2012;0.0;10.81
050612-LCA-ARN-1614-XY-OZH;XY-OZH;1;1;1;21;0;05-06-2012;0.0;0.47
050612-LUX-GRO-4163-XY-OHF;XY-OHF;1;1;1;48;0;05-06-2012;0.0;0.47
050612-LYS-DEB-1816-XY-YAZ;XY-YAZ;0;0;0;0;1;05-06-2012;0.0;10.81
050612-MAH-PSR-7797-XY-IOO;XY-IOO;0;0;0;0;1;05-06-2012;6.15;0.0
050612-NCL-EIN-4837-XY-IWX;XY-IWX;0;0;0;0;1;05-06-2012;0.0;872.37
050612-NCL-KRK-2624-XY-NMY;XY-NMY;0;0;0;0;1;06-06-2012;539.02;0.0
050612-PIK-BVA-1972-XY-FBA;XY-FBA;0;0;0;0;1;05-06-2012;14.17;0.0
050612-SNN-ALA-1618-XY-OFW;XY-OFW;0;0;0;0;1;06-06-2012;178.17;0.0
050612-TXL-LNZ-6354-XY-ZMF;XY-ZMF;0;0;0;0;1;05-06-2012;0.0;10.81
050613-AER-ALC-5262-XY-CMJ;XY-CMJ;2;1;1;15;0;05-06-2013;0.0;0.47
050613-BEG-POZ-4782-XY-FBA;XY-FBA;2;1;1;48;0;05-06-2013;0.0;834.53
050613-DUB-OTP-9441-XY-CMJ;XY-CMJ;0;0;0;0;1;05-06-2013;0.0;0.47
050613-EIN-BOD-6351-XY-FBA;XY-FBA;0;0;0;0;1;05-06-2013;0.0;834.53
050613-FAE-LBA-2733-XY-JXR;XY-JXR;4;1;1;14;0;05-06-2013;0.0;0.47
050613-GRZ-CRL-2893-XY-MBJ;XY-MBJ;1;1;1;39;0;06-06-2013;0.0;10.81
050613-HUY-PSA-9433-XY-LQZ;XY-LQZ;0;0;0;0;1;05-06-2013;0.0;10.81
050613-LJU-DEB-2677-XY-YAZ;XY-YAZ;1;1;1;42;0;05-06-2013;608.88;0.0
050613-MST-TFS-2143-XY-CMJ;XY-CMJ;2;1;1;17;0;05-06-2013;0.0;0.47
050613-OVB-SJJ-8195-XY-MBJ;XY-MBJ;0;1;0;0;0;05-06-2013;24.0;0.0
050613-PEG-EGC-1262-XY-NMY;XY-NMY;0;1;1;15;0;05-06-2013;147.9;0.0
050613-PEG-RIX-6219-XY-CMJ;XY-CMJ;0;0;0;0;1;06-06-2013;0.0;750.48
050613-SJJ-DBV-7286-XY-NMY;XY-NMY;0;0;0;0;1;05-06-2013;147.9;0.0
050613-SUF-IBZ-3795-XY-PZC;XY-PZC;1;1;1;18;0;06-06-2013;0.0;10.81
050613-TKU-SPU-9134-XY-LYP;XY-LYP;0;0;0;0;1;05-06-2013;0.0;940.15
050613-TXL-KRS-1947-XY-LQZ;XY-LQZ;0;0;0;0;1;05-06-2013;0.0;10.81
050614-ALA-BCN-6399-XY-CMJ;XY-CMJ;0;0;0;0;1;06-06-2014;0.0;0.47
050614-BEG-SOU-6139-XY-FBA;XY-FBA;0;0;0;0;1;05-06-2014;0.0;0.47
050614-BGO-FAO-8589-XY-IOO;XY-IOO;0;1;1;29;0;05-06-2014;24.0;0.0
050614-BGO-SDR-2767-XY-YTM;XY-YTM;1;1;1;39;0;05-06-2014;0.0;10.81
050614-BIO-TSR-1195-XY-ZMF;XY-ZMF;0;0;0;0;1;05-06-2014;10.7;0.0
050614-BTS-BRS-3483-XY-IWX;XY-IWX;0;0;0;0;1;05-06-2014;712.73;0.0
050614-CAG-MAD-7581-XY-YAZ;XY-YAZ;0;0;0;0;1;05-06-2014;0.0;0.47
050614-CGN-AYT-1727-XY-ZWJ;XY-ZWJ;0;0;0;0;1;05-06-2014;213.07;0.0
050614-FAO-HEL-6653-XY-LYP;XY-LYP;4;1;1;30;0;05-06-2014;127.0;0.0
050614-HAM-MST-8679-XY-YAZ;XY-YAZ;0;0;0;0;1;05-06-2014;0.0;0.47
050614-KIR-BRE-4189-XY-MBJ;XY-MBJ;1;1;1;21;0;05-06-2014;0.0;2118.33
050614-MST-KIR-9844-XY-ZDY;XY-ZDY;0;0;0;0;1;05-06-2014;282.38;0.0
050614-OTP-ALC-6978-XY-IWX;XY-IWX;0;0;0;0;1;05-06-2014;712.73;0.0
050614-OTP-VLC-4324-XY-LYP;XY-LYP;0;0;0;0;1;05-06-2014;127.0;0.0
050614-POZ-LJU-3111-XY-IOO;XY-IOO;0;0;0;0;1;05-06-2014;24.0;0.0
050614-SKG-OVD-9423-XY-IWX;XY-IWX;2;1;1;31;0;05-06-2014;712.73;0.0
050614-SKP-TRN-8132-XY-NMY;XY-NMY;2;1;1;25;0;05-06-2014;11.58;0.0
050614-TIA-BVA-7746-XY-CMJ;XY-CMJ;0;0;0;0;1;05-06-2014;254.48;0.0
050614-VNO-NCL-4639-XY-IWX;XY-IWX;0;0;0;0;1;05-06-2014;712.73;0.0
050615-AMS-CGN-5923-XY-LQZ;XY-LQZ;0;0;0;0;1;05-06-2015;0.0;0.47
050615-BRU-HAU-6139-XY-OHF;XY-OHF;3;1;1;31;0;06-06-2015;0.0;1646.17
050615-BSL-OST-5528-XY-ALV;XY-ALV;0;0;0;0;1;05-06-2015;0.0;0.47
050615-DTM-EDI-5334-XY-ZWJ;XY-ZWJ;0;0;0;0;1;05-06-2015;495.78;0.0
050615-FAO-ALC-9662-XY-PZC;XY-PZC;2;1;1;24;0;05-06-2015;0.0;0.47
050615-FDH-WAW-2383-XY-NHZ;XY-NHZ;0;1;1;15;0;05-06-2015;470.92;0.0
