AIMSaircraftregistration;AIMSflighthours;AIMSflightcycles;AIMSdelays;AIMSdelayedminutes;AIMScancellations;date;AMOS_scheduledOutOfService;AMOS_unscheduledOutOfService
XY-IWX;0;1;1;32;0;17-08-2010;0;1174
XY-YTM;0;0;0;0;1;02-03-2016;24;0
XY-YTM;0;1;1;13;0;02-03-2015;24;0
XY-IOO;3;2;2;66;1;15-07-2016;0;5077
XY-IOO;0;0;0;0;1;15-07-2013;0;99
XY-IOO;0;0;0;0;1;15-07-2012;0;1405
XY-IOO;2;1;1;41;0;15-07-2015;0;0
XY-LQZ;0;1;1;42;1;05-10-2010;48;0
XY-LQZ;2;2;1;38;0;05-10-2013;0;22
XY-LQZ;2;1;0;0;0;05-10-2014;24;0
XY-IWX;3;1;1;7;0;02-11-2016;0;997
XY-LQZ;1;1;1;7;1;28-06-2014;48;0
XY-LQZ;2;1;1;47;0;28-06-2013;0;11
XY-LQZ;0;0;0;0;1;28-06-2015;0;11
XY-OFW;2;1;1;11;1;10-04-2012;0;1
XY-OFW;0;0;0;0;1;10-04-2011;0;11
XY-OFW;0;0;0;0;1;10-04-2010;0;79
XY-OFW;0;1;1;21;0;10-04-2016;222;0
XY-ALV;0;0;0;0;4;18-06-2012;0;43
XY-OFW;0;0;0;0;1;10-04-2015;0;0
XY-ALV;2;1;1;49;0;18-06-2013;0;633
XY-OFW;3;1;1;10;0;10-04-2014;0;11
XY-ALV;0;0;0;0;1;18-06-2010;0;11
XY-IWX;2;1;1;14;1;02-11-2011;45;0
XY-OFW;1;1;1;11;1;10-04-2013;0;1
XY-IWX;1;1;1;26;0;02-11-2012;0;1694
XY-IWX;0;0;0;0;1;02-11-2013;0;0
XY-IWX;0;0;0;0;1;02-11-2014;653;0
XY-LQZ;0;1;1;13;0;28-06-2012;0;11
XY-OHF;0;0;0;0;1;11-04-2010;0;11
XY-OHF;0;0;0;0;1;11-04-2014;24;0
XY-OHF;3;1;1;34;0;11-04-2016;0;11
XY-CMJ;0;0;0;0;1;04-06-2010;20;0
XY-FBA;3;1;1;27;0;22-09-2016;10;0
XY-FBA;2;2;2;51;0;22-09-2014;0;828
XY-CMJ;2;1;1;12;1;04-06-2014;704;0
XY-CMJ;0;0;0;0;2;04-06-2015;0;1
XY-CMJ;0;0;0;0;1;04-06-2016;0;11
XY-ZWJ;5;2;2;63;0;18-03-2016;926;0
XY-ZWJ;0;0;0;0;1;18-03-2015;568;0
XY-JXR;2;1;1;47;0;27-10-2010;0;755
XY-JXR;0;0;0;0;1;27-10-2012;0;0
XY-ZWJ;0;0;0;0;1;18-03-2012;0;11
XY-ZWJ;2;1;1;23;0;18-03-2011;191;0
XY-ZWJ;0;1;1;42;0;18-03-2010;0;0
XY-FBA;0;1;1;17;0;22-09-2012;0;159
XY-FBA;0;0;0;0;1;22-09-2013;0;0
XY-OHF;1;1;1;22;1;13-01-2010;0;1703
XY-JXR;2;1;1;30;0;27-10-2015;440;0
XY-OHF;0;0;0;0;1;13-01-2011;492;0
XY-OHF;0;0;0;0;1;13-01-2014;0;0
XY-OHF;3;1;1;34;1;13-01-2015;236;0
XY-OFW;0;0;0;0;1;28-10-2011;215;0
XY-OFW;3;1;1;37;1;28-10-2016;0;22
XY-OFW;0;0;0;0;1;28-10-2015;0;0
XY-OHF;0;0;0;0;3;13-01-2016;0;4368
XY-OFW;1;1;1;17;0;28-10-2014;0;1312
XY-LQZ;0;1;1;45;0;30-01-2015;24;0
XY-LQZ;4;2;2;65;0;30-01-2016;0;1
XY-LQZ;0;1;1;34;0;05-10-2016;0;11
XY-LQZ;0;1;1;13;0;30-01-2014;0;11
XY-LQZ;3;1;1;44;0;30-01-2011;0;11
XY-LQZ;1;1;1;36;0;30-01-2012;0;11
XY-LQZ;0;0;0;0;1;30-01-2010;0;11
XY-FBA;2;1;0;0;0;29-03-2013;0;11
XY-FBA;0;0;0;0;1;29-03-2016;0;0
XY-FBA;0;0;0;0;1;29-03-2010;45;0
XY-OFW;0;0;0;0;3;01-11-2015;0;5013
XY-PZC;0;0;0;0;1;21-05-2016;24;0
XY-FBA;0;0;0;0;2;29-03-2011;1259;0
XY-OFW;0;1;1;45;1;01-11-2016;0;22
XY-FBA;0;0;0;0;1;29-03-2012;0;120
XY-CMJ;4;1;1;48;0;17-02-2010;107;0
XY-CMJ;2;1;1;35;0;17-02-2014;57;0
XY-CMJ;1;1;1;15;0;17-02-2013;685;0
XY-CMJ;0;0;0;0;1;17-02-2012;99;0
XY-CMJ;0;1;1;39;0;17-02-2016;0;0
XY-PZC;0;0;0;0;1;21-05-2014;0;0
XY-OFW;0;0;0;0;1;01-11-2014;24;0
XY-PZC;0;1;1;23;0;21-05-2013;0;11
XY-PZC;3;1;1;38;0;21-05-2012;20;0
XY-PZC;0;0;0;0;1;21-05-2011;443;0
XY-PZC;4;1;1;45;0;21-05-2010;0;11
XY-YAZ;3;2;2;78;0;30-12-2013;0;22
XY-YAZ;0;0;0;0;1;30-12-2011;0;990
XY-FBA;3;2;1;35;2;18-07-2010;7;0
XY-FBA;0;0;0;0;2;18-07-2011;0;1
XY-FBA;1;1;0;0;0;18-07-2016;0;11
XY-FBA;0;0;0;0;2;18-07-2015;0;1
XY-YAZ;0;1;1;33;1;30-12-2015;1017;0
XY-YAZ;3;2;1;20;0;30-12-2014;0;4197
XY-ZWJ;0;1;0;0;0;14-12-2016;24;0
XY-ZWJ;0;0;0;0;1;14-12-2015;0;11
XY-ZWJ;0;0;0;0;1;14-12-2014;0;11
XY-NMY;0;0;0;0;1;28-05-2010;0;11
XY-ZWJ;0;1;0;0;0;14-12-2013;0;11
XY-LQZ;0;1;1;22;0;23-02-2016;0;11
XY-ZWJ;3;1;1;20;0;14-12-2012;14;0
XY-NMY;2;2;2;68;1;28-05-2012;0;5778
XY-ZWJ;0;0;0;0;1;14-12-2011;0;0
XY-LQZ;0;0;0;0;1;23-02-2014;24;0
XY-NMY;0;0;0;0;1;28-05-2011;0;0
XY-LQZ;1;1;1;39;0;23-02-2013;24;0
XY-LQZ;2;1;0;0;0;23-02-2012;19;0
XY-LQZ;2;1;1;30;0;12-06-2015;0;1733
XY-LQZ;0;0;0;0;1;12-06-2016;15;0
XY-LQZ;0;0;0;0;1;12-06-2011;24;0
XY-LQZ;0;0;0;0;1;12-06-2013;0;0
XY-LQZ;0;0;0;0;1;12-06-2012;0;11
XY-OHF;1;1;0;0;0;06-02-2012;0;1022
XY-OHF;2;1;1;37;1;06-02-2010;906;0
XY-NHZ;0;1;1;22;1;09-12-2013;48;0
XY-OHF;0;0;0;0;1;06-02-2016;0;11
XY-OHF;0;0;0;0;1;06-02-2015;0;11
XY-ZWJ;2;2;1;47;1;07-07-2013;0;1
XY-MBJ;2;1;1;43;0;01-05-2011;24;0
XY-MBJ;0;0;0;0;3;01-05-2014;0;32
XY-ZWJ;1;1;1;13;0;14-12-2010;44;0
XY-IOO;2;1;1;29;1;09-11-2016;92;0
XY-PZC;1;1;1;38;0;12-12-2012;0;11
XY-PZC;0;0;0;0;1;12-12-2016;0;2106
XY-IOO;0;0;0;0;1;04-01-2017;0;11
XY-IOO;1;1;0;0;1;04-01-2016;0;2215
XY-IOO;0;1;1;15;0;20-12-2016;458;0
XY-ZDY;0;0;0;0;3;01-01-2016;0;32
XY-IOO;0;0;0;0;1;20-12-2015;0;0
XY-ZDY;0;1;0;0;0;01-01-2015;24;0
XY-IOO;0;0;0;0;1;20-12-2013;0;0
XY-IOO;0;0;0;0;1;09-11-2015;0;1856
XY-IOO;0;0;0;0;1;09-11-2014;0;0
XY-IOO;0;1;0;0;1;09-11-2013;0;1
XY-IOO;0;0;0;0;1;09-11-2012;0;375
XY-IOO;0;0;0;0;1;04-01-2013;24;0
XY-IOO;5;2;2;64;1;04-01-2012;0;5790
XY-IOO;0;0;0;0;1;09-11-2010;407;0
XY-IOO;0;0;0;0;1;04-01-2011;0;1106
XY-ZDY;0;0;0;0;1;01-01-2012;0;1300
XY-ZDY;0;0;0;0;1;01-01-2011;10;0
XY-ZDY;3;1;1;49;0;01-01-2014;0;11
XY-ZDY;0;0;0;0;1;01-01-2010;0;0
XY-OZH;2;1;1;45;1;29-12-2010;0;3207
XY-IWX;0;0;0;0;1;24-07-2013;0;11
XY-OZH;0;0;0;0;1;29-12-2014;24;0
XY-IWX;1;1;1;15;0;24-07-2012;24;0
XY-OZH;0;0;0;0;1;29-12-2011;24;0
XY-OZH;2;1;1;9;0;29-12-2012;0;0
XY-OZH;0;1;1;47;1;29-12-2016;0;22
XY-IWX;0;0;0;0;1;24-07-2016;0;0
XY-CMJ;0;0;0;0;1;04-12-2016;22;0
XY-LQZ;6;3;2;64;0;23-09-2014;52;0
XY-LQZ;1;1;1;29;0;23-09-2013;0;11
XY-CMJ;0;0;0;0;2;04-12-2014;0;1
XY-LQZ;0;0;0;0;1;23-09-2016;0;2142
XY-CMJ;0;1;1;7;0;04-12-2013;0;11
XY-LQZ;0;0;0;0;2;23-09-2015;1230;0
XY-IOO;0;0;0;0;1;20-12-2011;0;0
XY-IOO;4;3;2;79;0;20-12-2010;337;0
XY-NHZ;0;1;1;41;1;29-01-2015;0;22
XY-NHZ;0;0;0;0;1;29-01-2012;24;0
XY-NHZ;3;1;1;19;0;29-01-2010;0;215
XY-NHZ;0;0;0;0;1;29-01-2011;0;11
XY-ZDY;2;1;1;27;0;28-07-2015;0;0
XY-CMJ;0;0;0;0;1;04-12-2012;0;0
XY-LQZ;1;1;0;0;0;23-09-2010;0;0
XY-CMJ;2;1;1;8;0;04-12-2011;372;0
XY-CMJ;0;0;0;0;1;04-12-2010;12;0
XY-LQZ;0;1;1;37;1;23-09-2012;0;1346
XY-ZDY;0;1;1;17;0;28-07-2010;0;0
XY-LQZ;0;0;0;0;1;23-09-2011;0;11
XY-ZDY;0;0;0;0;1;28-07-2011;24;0
XY-NMY;0;0;0;0;2;12-05-2014;0;269
XY-JXR;2;2;2;74;0;28-10-2013;0;1
XY-JXR;1;1;1;26;1;28-10-2016;48;0
XY-JXR;0;0;0;0;1;28-10-2015;24;0
XY-JXR;5;2;2;58;1;29-04-2011;271;0
XY-JXR;0;0;0;0;1;29-04-2013;0;11
XY-YAZ;2;1;1;13;1;18-01-2016;48;0
XY-YAZ;0;0;0;0;1;18-01-2013;12;0
XY-JXR;0;0;0;0;1;28-10-2010;0;351
XY-NMY;0;0;0;0;1;12-05-2010;0;0
XY-NMY;3;1;1;10;0;12-05-2013;0;0
XY-YAZ;0;0;0;0;2;18-01-2015;1137;0
XY-JXR;0;0;0;0;2;28-10-2012;1100;0
XY-NMY;0;0;0;0;1;12-05-2012;0;2058
XY-YAZ;1;1;1;42;0;18-01-2014;0;97
XY-JXR;0;0;0;0;2;28-10-2011;0;1
XY-OFW;3;2;2;57;0;27-10-2016;351;0
XY-OFW;3;1;0;0;0;27-10-2013;0;1291
XY-OFW;0;0;0;0;1;27-10-2012;24;0
XY-OFW;4;1;1;46;0;27-10-2011;0;11
XY-OFW;2;1;0;0;1;27-10-2010;0;1
XY-ZDY;5;2;1;37;0;26-07-2013;0;1
XY-ZDY;0;1;1;7;0;26-07-2011;0;0
XY-ZDY;0;1;1;15;1;26-07-2010;1386;0
XY-ZDY;0;1;0;0;1;26-07-2016;48;0
XY-PZC;0;0;0;0;1;11-09-2011;18;0
XY-PZC;0;0;0;0;1;11-09-2010;0;1463
XY-PZC;4;1;1;49;1;11-09-2012;309;0
XY-PZC;0;0;0;0;1;11-09-2014;0;1513
XY-PZC;1;1;1;48;1;11-09-2016;0;2705
XY-ALV;3;2;2;56;0;02-03-2010;0;1
XY-CMJ;4;2;2;32;1;05-06-2013;0;1
XY-CMJ;0;0;0;0;1;05-06-2014;254;0
XY-CMJ;3;1;1;9;0;05-06-2016;24;0
XY-CMJ;0;0;0;0;1;05-06-2010;0;752
XY-CMJ;0;0;0;0;2;05-06-2011;0;22
XY-CMJ;0;0;0;0;1;05-06-2012;0;11
XY-FBA;1;1;1;35;0;11-03-2015;0;11
XY-FBA;0;0;0;0;1;11-03-2014;0;11
XY-FBA;2;1;1;30;0;11-03-2011;0;1208
XY-FBA;0;0;0;0;2;11-03-2010;33;0
XY-NMY;1;1;1;12;2;03-12-2010;0;2203
XY-JXR;2;2;2;55;0;31-12-2011;0;22
XY-JXR;3;1;1;16;0;31-12-2013;556;0
XY-NMY;0;0;0;0;2;03-12-2014;0;2702
XY-NMY;3;2;1;12;1;03-12-2013;62;0
XY-JXR;2;1;1;29;0;31-12-2016;0;11
XY-JXR;0;0;0;0;1;31-12-2015;0;11
XY-NMY;0;0;0;0;1;04-06-2016;0;0
XY-NMY;0;0;0;0;1;04-06-2015;180;0
XY-NMY;0;0;0;0;1;04-06-2014;13;0
XY-ALV;2;2;2;73;1;02-03-2013;0;32
XY-ALV;0;0;0;0;1;02-03-2014;24;0
XY-ALV;1;1;1;45;1;02-03-2016;48;0
XY-LQZ;0;0;0;0;1;30-08-2016;0;9
XY-NHZ;0;0;0;0;1;11-08-2010;349;0
XY-NHZ;0;1;1;47;0;11-08-2015;0;0
XY-NHZ;1;1;1;40;0;11-08-2014;0;11
XY-LQZ;3;1;1;30;0;30-08-2010;0;0
XY-FBA;0;0;0;0;2;26-06-2016;0;2002
XY-LQZ;0;0;0;0;1;30-08-2012;359;0
XY-LQZ;0;0;0;0;1;30-08-2014;0;0
XY-LQZ;0;0;0;0;1;30-08-2015;423;0
XY-FBA;0;1;0;0;2;26-06-2012;971;0
XY-FBA;0;0;0;0;1;26-06-2011;0;11
XY-IWX;0;0;0;0;1;16-08-2015;0;0
XY-IWX;1;1;1;17;0;16-08-2014;0;953
XY-IWX;0;0;0;0;1;16-08-2013;0;775
XY-IWX;0;1;1;25;0;16-08-2011;24;0
XY-IWX;0;0;0;0;1;16-08-2010;0;11
XY-LQZ;0;1;1;44;0;15-03-2011;7;0
XY-LQZ;3;1;1;14;1;15-03-2010;0;4236
XY-PZC;0;0;0;0;2;28-09-2011;379;0
XY-PZC;0;1;1;48;0;28-09-2010;0;0
XY-LQZ;3;1;1;33;1;15-03-2015;39;0
XY-LQZ;0;0;0;0;1;15-03-2014;0;44
XY-LYP;1;1;1;21;0;15-10-2016;0;11
XY-LYP;0;0;0;0;1;15-10-2015;509;0
XY-LQZ;0;0;0;0;1;15-03-2012;9;0
XY-LYP;0;0;0;0;1;15-10-2014;16;0
XY-YAZ;2;1;1;48;0;01-08-2015;0;230
XY-YAZ;0;1;1;33;0;01-08-2013;0;11
XY-YAZ;0;0;0;0;1;01-08-2014;0;11
XY-YAZ;0;0;0;0;1;01-08-2011;0;806
XY-LYP;3;2;1;8;1;15-10-2013;1582;0
XY-YAZ;0;0;0;0;1;01-08-2012;22;0
XY-LYP;0;0;0;0;1;15-10-2012;0;11
XY-LYP;0;0;0;0;1;15-10-2011;0;720
XY-LYP;0;1;0;0;0;15-10-2010;495;0
XY-PZC;0;0;0;0;1;28-09-2015;0;11
XY-PZC;0;0;0;0;1;28-09-2014;113;0
XY-ALV;0;0;0;0;1;10-02-2013;0;1835
XY-ALV;3;1;1;24;0;10-02-2011;0;0
XY-ALV;1;1;1;45;0;10-02-2010;0;2135
XY-LQZ;1;1;1;7;0;05-07-2016;0;0
XY-IWX;0;0;0;0;1;25-10-2013;0;0
XY-LQZ;2;1;0;0;0;05-07-2015;0;149
XY-IWX;3;1;1;28;1;25-10-2012;0;1825
XY-LQZ;0;0;0;0;1;05-07-2011;163;0
XY-LQZ;0;0;0;0;1;05-07-2014;0;11
XY-ZMF;3;1;1;30;1;27-01-2015;0;1
XY-ZMF;0;0;0;0;1;27-01-2016;0;0
XY-NMY;3;1;1;24;0;24-08-2014;0;0
XY-NMY;0;1;1;37;0;24-08-2015;0;331
XY-NMY;3;1;1;17;0;24-08-2012;104;0
XY-NMY;1;1;0;0;2;24-08-2016;31;0
XY-ALV;0;0;0;0;2;10-02-2015;0;22
XY-ZMF;3;1;1;23;0;27-01-2010;616;0
XY-IOO;1;1;1;32;1;08-08-2013;402;0
XY-IOO;3;2;2;59;1;08-08-2014;470;0
XY-ZMF;4;1;1;47;2;27-01-2013;72;0
XY-IOO;3;1;0;0;0;08-08-2012;0;1069
XY-ZMF;0;1;1;12;0;27-01-2014;0;786
XY-ZMF;0;2;1;24;0;27-01-2012;61;0
XY-YAZ;0;0;0;0;3;06-05-2015;0;1
XY-YAZ;4;1;1;40;0;06-05-2016;17;0
XY-YAZ;0;1;1;18;1;06-05-2013;0;1
XY-YAZ;0;0;0;0;2;06-05-2014;0;1556
XY-YAZ;2;2;2;60;0;06-05-2011;0;1615
XY-YAZ;0;0;0;0;1;06-05-2012;0;11
XY-YAZ;3;1;1;44;0;06-05-2010;24;0
XY-OZH;0;0;0;0;1;27-12-2010;371;0
XY-ZDY;1;1;1;23;0;05-11-2014;0;11
XY-OZH;0;0;0;0;1;27-12-2012;24;0
XY-ZDY;0;0;0;0;1;05-11-2011;0;11
XY-OZH;0;1;1;28;2;27-12-2014;0;32
XY-OZH;1;1;1;29;0;27-12-2013;0;90
XY-ZDY;0;0;0;0;1;05-11-2013;0;11
XY-OZH;1;1;1;28;0;27-12-2016;0;11
XY-OZH;0;1;1;40;2;27-12-2015;11;0
XY-IOO;4;1;1;48;0;16-10-2015;0;11
XY-IOO;0;0;0;0;1;16-10-2016;0;11
XY-IOO;4;1;1;41;1;16-10-2013;0;1989
XY-IOO;0;0;0;0;2;16-10-2014;0;2719
XY-IOO;0;0;0;0;1;16-10-2011;0;0
XY-IOO;0;0;0;0;1;16-10-2012;0;0
XY-ZMF;3;1;1;36;0;09-06-2011;0;0
XY-ZMF;4;1;1;40;1;09-06-2010;0;1
XY-ZMF;0;0;0;0;3;09-06-2013;0;32
XY-ZMF;2;1;1;15;2;09-06-2012;0;1
XY-ZMF;0;1;1;18;0;09-06-2014;0;11
XY-CMJ;0;0;0;0;1;09-03-2012;0;0
XY-CMJ;0;0;0;0;2;09-03-2013;0;22
XY-CMJ;0;0;0;0;1;09-03-2014;94;0
XY-CMJ;2;1;1;31;1;09-03-2015;0;1
XY-LYP;2;1;1;19;0;14-07-2010;0;1200
XY-LYP;2;1;1;27;1;14-07-2013;18;0
XY-LYP;3;1;0;0;1;14-07-2012;0;734
XY-ZMF;0;0;0;0;2;19-02-2012;0;22
XY-ZMF;0;0;0;0;1;19-02-2011;2;0
XY-LYP;0;0;0;0;1;14-07-2016;0;0
XY-MBJ;0;0;0;0;3;13-01-2013;72;0
XY-MBJ;3;1;1;49;0;13-01-2012;0;340
XY-MBJ;0;0;0;0;1;13-01-2014;0;11
XY-MBJ;1;1;0;0;0;13-01-2016;0;11
XY-ZMF;1;2;2;32;1;09-06-2016;0;32
XY-ZMF;2;1;1;34;1;19-02-2015;212;0
XY-LQZ;3;1;1;21;0;06-10-2014;0;11
XY-ZMF;2;2;1;29;0;19-02-2014;0;1
XY-LQZ;0;0;0;0;1;06-10-2015;0;0
XY-LQZ;0;0;0;0;1;06-10-2013;455;0
XY-LQZ;2;1;1;16;0;06-10-2010;0;11
XY-OZH;3;1;1;7;0;11-06-2015;633;0
XY-OZH;0;0;0;0;2;11-06-2016;17;0
XY-LYP;0;1;1;16;0;24-03-2012;0;1188
XY-LYP;2;1;1;36;0;24-03-2015;0;11
XY-LYP;4;3;2;91;0;24-03-2014;0;1679
XY-LYP;2;1;1;17;1;24-03-2016;48;0
XY-MBJ;1;1;0;0;0;19-11-2011;0;710
XY-MBJ;4;2;2;53;0;19-11-2012;48;0
XY-MBJ;0;0;0;0;1;19-11-2010;0;0
XY-IWX;0;0;0;0;1;09-09-2010;0;11
XY-IWX;2;1;1;38;0;09-09-2013;24;0
XY-MBJ;0;0;0;0;1;03-05-2014;0;11
XY-IOO;2;1;1;39;2;07-08-2016;0;1
XY-IWX;3;1;1;15;0;09-09-2014;0;0
XY-MBJ;2;2;2;34;1;03-05-2013;37;0
XY-IOO;2;1;1;45;0;07-08-2014;0;11
XY-IWX;1;1;1;8;0;09-09-2016;373;0
XY-IOO;0;0;0;0;1;07-08-2015;601;0
XY-FBA;0;0;0;0;1;23-12-2011;0;557
XY-FBA;0;0;0;0;1;23-12-2015;0;0
XY-OZH;0;0;0;0;1;28-12-2013;406;0
XY-OZH;2;1;1;28;0;28-12-2012;0;11
XY-CMJ;2;1;1;30;0;23-01-2012;0;0
XY-OZH;0;0;0;0;3;28-12-2015;0;948
XY-OZH;2;1;1;20;2;28-12-2011;375;0
XY-OZH;2;1;1;35;1;28-12-2010;48;0
XY-CMJ;0;0;0;0;1;23-01-2016;557;0
XY-IWX;2;1;1;46;0;28-04-2014;0;0
XY-IWX;0;0;0;0;1;28-04-2012;0;676
XY-IWX;1;1;1;29;1;28-04-2013;0;22
XY-IWX;0;0;0;0;1;28-04-2010;327;0
XY-CMJ;0;1;1;14;0;12-05-2016;0;0
XY-CMJ;0;0;0;0;2;12-05-2012;0;973
XY-ZMF;1;1;1;49;0;06-12-2014;0;0
XY-ZMF;2;1;1;41;0;06-12-2015;0;0
XY-CMJ;1;2;2;29;0;12-05-2015;48;0
XY-CMJ;3;1;1;31;1;12-05-2011;23;0
XY-NMY;0;0;0;0;2;16-02-2011;48;0
XY-LQZ;2;1;1;35;1;09-04-2016;0;22
XY-NMY;3;1;1;25;0;16-02-2012;251;0
XY-NMY;0;0;0;0;1;16-02-2016;6;0
XY-ZWJ;3;1;1;31;0;20-11-2015;0;11
XY-ZWJ;0;1;1;13;1;20-11-2016;0;2788
XY-MBJ;1;1;1;30;0;14-01-2010;0;253
XY-ZMF;3;1;1;26;0;15-05-2011;0;1054
XY-ZMF;1;1;1;20;0;15-05-2010;0;1313
XY-ZMF;1;1;1;15;1;06-12-2012;0;453
XY-ZMF;0;0;0;0;1;06-12-2013;0;0
XY-ZMF;0;0;0;0;1;06-12-2010;0;1781
XY-MBJ;0;0;0;0;1;14-01-2013;0;1484
XY-MBJ;2;1;1;22;0;14-01-2014;657;0
XY-MBJ;2;1;1;23;0;14-01-2011;117;0
XY-MBJ;0;1;1;18;0;14-01-2012;20;0
XY-JXR;1;1;1;40;0;25-07-2016;0;11
XY-JXR;0;0;0;0;1;25-07-2014;0;784
XY-JXR;1;1;1;30;0;25-07-2013;24;0
XY-JXR;2;1;1;28;0;25-07-2012;310;0
XY-JXR;0;0;0;0;3;25-07-2010;0;32
XY-LQZ;4;2;2;51;0;31-08-2015;0;1
XY-ZWJ;0;0;0;0;1;20-11-2010;0;0
XY-LQZ;0;0;0;0;1;31-08-2013;0;0
XY-ZWJ;1;1;1;13;0;20-11-2014;15;0
XY-ZWJ;0;0;0;0;1;20-11-2011;24;0
XY-LYP;0;0;0;0;1;25-03-2016;4;0
XY-LYP;0;0;0;0;1;25-03-2015;0;11
XY-OHF;0;0;0;0;1;01-11-2016;0;11
XY-OHF;0;0;0;0;2;01-11-2014;0;3186
XY-OHF;0;1;1;36;0;01-11-2015;21;0
XY-LYP;3;1;1;7;1;25-03-2014;0;22
XY-OHF;1;1;1;26;1;01-11-2013;48;0
XY-ZDY;0;0;0;0;1;29-10-2011;654;0
XY-ZDY;0;1;1;30;0;29-10-2014;0;1938
XY-ZDY;0;0;0;0;1;29-10-2013;24;0
XY-ZDY;2;1;0;0;0;29-10-2010;0;1602
XY-CMJ;3;1;1;29;0;03-12-2012;0;0
XY-CMJ;0;0;0;0;1;03-12-2013;0;2088
XY-CMJ;1;1;1;26;0;03-12-2010;0;0
XY-ZWJ;2;1;0;0;2;08-07-2013;0;32
XY-ZWJ;0;0;0;0;1;08-07-2012;0;11
XY-ZWJ;0;0;0;0;1;08-07-2015;0;1866
XY-ZWJ;2;1;1;11;0;08-07-2014;0;11
XY-YAZ;0;0;0;0;2;04-11-2011;133;0
XY-YAZ;2;1;0;0;0;04-11-2012;15;0
XY-CMJ;3;1;1;36;2;03-12-2016;0;32
XY-CMJ;0;0;0;0;1;03-12-2014;0;1268
XY-ZMF;0;0;0;0;4;26-01-2015;1384;0
XY-ZMF;0;0;0;0;1;26-01-2012;0;11
XY-LQZ;0;0;0;0;2;09-04-2011;0;22
XY-LQZ;3;1;1;46;0;09-04-2013;0;0
XY-ZMF;0;0;0;0;1;20-10-2013;0;2039
XY-OHF;0;0;0;0;2;03-05-2016;33;0
XY-ZMF;0;0;0;0;1;20-10-2012;300;0
XY-LQZ;0;0;0;0;2;09-04-2015;0;2847
XY-LQZ;1;1;1;27;0;09-04-2014;0;0
XY-YTM;0;0;0;0;1;28-09-2013;479;0
XY-YTM;1;1;1;20;0;28-09-2010;0;11
XY-YTM;5;3;3;82;1;28-09-2011;0;2
XY-OHF;0;1;1;24;1;01-11-2010;48;0
XY-IOO;3;3;2;54;1;17-10-2013;25;0
XY-OHF;1;1;1;19;1;01-11-2011;0;2460
XY-IOO;0;0;0;0;1;17-10-2014;0;463
XY-ZMF;3;1;1;30;1;26-01-2016;0;761
XY-OFW;0;1;1;25;0;18-08-2011;0;0
XY-OFW;0;0;0;0;1;18-08-2012;0;0
XY-ZDY;0;0;0;0;1;27-07-2015;14;0
XY-ZDY;2;1;1;30;1;27-07-2014;0;1
XY-ZDY;0;0;0;0;1;27-07-2013;0;11
XY-OFW;0;0;0;0;1;18-08-2015;0;0
XY-ZDY;3;1;1;11;1;27-07-2012;48;0
XY-ZDY;0;1;1;15;0;27-07-2011;19;0
XY-OFW;0;0;0;0;1;18-08-2013;0;11
XY-IWX;0;0;0;0;1;23-07-2016;0;0
XY-OFW;0;0;0;0;1;18-08-2014;11;0
XY-YTM;3;2;2;49;0;10-09-2013;48;0
XY-YTM;0;0;0;0;1;10-09-2015;0;0
XY-YTM;0;0;0;0;1;10-09-2016;10;0
XY-OHF;0;0;0;0;2;14-01-2010;0;1998
XY-YAZ;2;1;0;0;0;02-08-2010;204;0
XY-YAZ;0;0;0;0;1;02-08-2015;0;0
XY-YAZ;1;1;1;25;1;02-08-2013;48;0
XY-LQZ;0;1;0;0;1;04-07-2016;37;0
XY-OHF;0;0;0;0;1;14-01-2016;0;1175
XY-ALV;3;1;1;18;0;03-03-2010;0;886
XY-OHF;0;0;0;0;1;14-01-2015;0;269
XY-OHF;0;0;0;0;1;19-11-2012;24;0
XY-OHF;4;1;1;41;1;14-01-2013;0;22
XY-OHF;0;0;0;0;1;14-01-2012;0;0
XY-OHF;0;0;0;0;1;19-11-2010;0;0
XY-LQZ;0;1;1;34;1;04-07-2011;0;22
XY-LQZ;0;0;0;0;1;04-07-2010;0;120
XY-OHF;0;0;0;0;2;03-05-2013;47;0
XY-YAZ;0;0;0;0;1;13-04-2011;0;0
XY-OHF;0;1;1;22;0;03-05-2014;24;0
XY-YAZ;2;1;1;42;2;13-04-2010;48;0
XY-OHF;0;1;1;22;0;03-05-2010;0;333
XY-YAZ;0;0;0;0;1;13-04-2012;0;11
XY-YAZ;0;0;0;0;1;13-04-2015;0;11
XY-YAZ;0;0;0;0;2;13-04-2014;0;2887
XY-IOO;0;0;0;0;1;19-04-2014;0;465
XY-ZWJ;0;0;0;0;1;26-02-2012;0;11
XY-ZWJ;1;1;1;33;0;26-02-2015;24;0
XY-NMY;0;0;0;0;1;02-12-2016;0;373
XY-NMY;0;0;0;0;1;02-12-2012;21;0
XY-IOO;0;0;0;0;1;19-04-2010;20;0
XY-NMY;2;1;1;11;0;02-12-2011;0;11
XY-IOO;0;0;0;0;1;19-04-2011;68;0
XY-JXR;1;2;1;35;2;19-08-2012;0;2
XY-JXR;3;1;1;43;0;19-08-2015;120;0
XY-JXR;0;0;0;0;2;19-08-2014;0;1
XY-OFW;1;1;1;49;1;29-04-2010;0;22
XY-OFW;3;1;1;36;0;29-04-2013;694;0
XY-OFW;1;1;1;13;0;29-04-2016;0;11
XY-OFW;0;1;1;39;0;29-04-2015;0;11
